 
File contains N, E, Z from individual ground magnetometer stations.  
The coordinate system is defined as: N is positive in the direction of local
magnetic north; E is positive in the local magnetic east direction; and Z is positive
vertical down.
 
In case data are used in publications or presentations the following text
must be used for acknowledgements:
 

For the ground magnetometer data we gratefully acknowledge:
  INTERMAGNET, Alan Thomson; CARISMA, PI Ian Mann; CANMOS, 
  Geomagnetism Unit of the Geological Survey of Canada; The S-RAMP
  Database, PI K. Yumoto and Dr. K. Shiokawa; The SPIDR database; 
  AARI, PI Oleg Troshichev; The MACCS program, PI M. Engebretson; 
  GIMA; MEASURE, UCLA IGPP and Florida Institute of Technology; 
  SAMBA, PI Eftyhia Zesta; 210 Chain, PI K. Yumoto; SAMNET, PI 
  Farideh Honary; IMAGE, PI Liisa Juusola; Finnish Meteorological 
  Institute, PI Liisa Juusola; Sodankylä Geophysical Observatory, 
  PI Tero Raita; UiT the Arctic University of Norway, Tromsø 
  Geophysical Observatory, PI Magnar G. Johnsen; GFZ German 
  Research Centre For Geosciences, PI Jürgen Matzka; Institute of 
  Geophysics, Polish Academy of Sciences, PI Anne Neska and Jan
  Reda; Polar Geophysical Institute, PI Alexander Yahnin and Yarolav
  Sakharov; Geological Survey of Sweden, PI Gerhard Schwarz; Swedish 
  Institute of Space Physics, PI Masatoshi Yamauchi; AUTUMN, PI 
  Martin Connors; DTU Space, Thom Edwards and PI Anna Willer; 
  South Pole and McMurdo Magnetometer, PI's Louis J. Lanzarotti
  and Alan T. Weatherwax; ICESTAR; RAPIDMAG; British Artarctic
  Survey; McMac, PI Dr. Peter Chi; BGS, PI Dr. Susan Macmillan; 
  Pushkov Institute of Terrestrial Magnetism, Ionosphere and Radio
  Wave Propagation (IZMIRAN);  MFGI, PI B. Heilig; Institute of 
  Geophysics, Polish Academy of Sciences, PI Anne Neska and Jan 
  Reda; University of L’Aquila, PI M. Vellante; BCMT, V. Lesur and
  A. Chambodut; Data obtained in cooperation with Geoscience 
  Australia, PI Andrew Lewis; AALPIP, co-PIs Bob Clauer and 
  Michael Hartinger; SuperMAG, PI Jesper W. Gjerloev; Data
  obtained in cooperation with the Australian Bureau of
  Meteorology, PI Richard Marshall.
 
********************************************************
*              THESE ARE NOT FINAL DATA                *
* DESPITE EXTENSIVE CLEANING NUMEROUS BUGS STILL EXIST *
*        CHECK DATA QUALITY BEFORE PUBLICATION         *
********************************************************


Comments, questions or suggestions should be directed to:
    Dr. Jesper W. Gjerloev
    Johns Hopkins University
    Applied Physics Laboratory
    11100 Johns Hopkins Road
    Laurel, Maryland 20723
    (+1) 240-228-5410
    Jesper.Gjerloev@jhuapl.edu

This file downloaded from http://supermag.jhuapl.edu on 2020-10-19T23:18:24Z
Data Revision:0005
Interval: 2001-11-24T00:50:00.000 - 2001-11-24T07:50:00.000 Step: 60 seconds
Fill/Gap Value: 999999.0
Stations Selected: SJG,KOU,MUT,GUA,AAE,HUA,MBO,BNG,TND,BIK,API,PPT,DRW,KDU,TAN,TSU
Baseline Subtraction: All
Parameters: IAGA Station ID | Geo. Lon. | Geo. Lat. | Mag. Lon.| Mag. Lat. | MLT | Mag Colat. | Mag. Declination | Solar Zenith Angle | Mag. Field NEZ | Mag. Field Geo.
2001	11	24	00	50	00	60	16
AAE	38.77	9.03	110.61	0.60	3.39	89.40	1.49	126.20	3.5	-1.0	-0.2	3.5	-0.9	-0.2
API	188.22	-13.80	-97.45	-15.56	13.52	105.56	11.47	23.93	8.5	-10.4	-3.7	10.4	-8.5	-3.7
BIK	136.05	-1.08	-152.34	-9.18	9.86	99.18	2.94	33.63	-14.7	-6.7	6.9	-14.3	-7.5	6.9
BNG	18.57	4.33	90.26	-6.21	2.03	96.21	-0.84	142.83	-1.1	0.5	0.5	-1.1	0.5	0.5
DRW	130.90	-12.40	-156.94	-21.48	9.55	111.48	3.48	32.84	-9.6	-2.2	-18.1	-9.5	-2.7	-18.1
GUA	144.87	13.59	-144.13	6.19	10.41	83.81	1.50	39.02	-6.9	-7.5	5.5	-6.7	-7.7	5.5
HUA	284.67	-12.05	-3.64	0.51	19.77	89.49	-0.67	113.08	-10.0	3.2	0.4	-10.0	3.3	0.4
KDU	132.47	-12.69	-155.29	-21.78	9.66	111.78	3.79	31.29	4.8	-0.2	-22.5	4.8	0.2	-22.5
KOU	307.27	5.21	23.43	9.39	21.58	80.61	-17.66	141.07	-6.2	1.3	-2.0	-5.5	3.2	-2.0
MBO	343.03	14.38	57.83	0.70	23.87	89.30	-9.25	173.77	0.6	3.7	4.8	1.2	3.6	4.8
MUT	121.02	14.37	-167.47	7.15	8.85	82.85	-1.12	54.89	-20.7	-0.8	11.1	-20.7	-0.4	11.1
PPT	210.42	-17.57	-74.71	-16.61	15.03	106.61	12.63	43.70	-6.5	9.3	10.2	-8.4	7.7	10.2
SJG	293.85	18.11	10.50	28.08	20.72	61.92	-12.32	132.65	-5.0	0.8	2.7	-4.7	1.9	2.7
TAN	47.55	-18.92	116.81	-28.78	3.80	118.78	-14.91	106.44	6.4	0.2	-2.7	6.2	-1.5	-2.7
TND	124.95	1.29	-163.56	-6.55	9.11	96.55	1.19	44.14	-12.9	-2.6	-7.4	-12.9	-2.8	-7.4
TSU	17.70	-19.22	86.87	-30.29	1.81	120.29	-10.64	128.43	-3.8	-5.5	1.6	-4.8	-4.7	1.6
2001	11	24	00	51	00	60	16
AAE	38.77	9.03	110.61	0.60	3.41	89.40	1.49	125.96	3.5	-0.9	-0.2	3.5	-0.8	-0.2
API	188.22	-13.80	-97.45	-15.56	13.54	105.56	11.47	24.16	8.7	-10.4	-3.7	10.6	-8.4	-3.7
BIK	136.05	-1.08	-152.34	-9.18	9.88	99.18	2.94	33.43	-14.5	-6.9	6.7	-14.1	-7.7	6.7
BNG	18.57	4.33	90.26	-6.21	2.05	96.21	-0.84	142.61	-0.1	-0.5	0.5	-0.1	-0.5	0.5
DRW	130.90	-12.40	-156.94	-21.48	9.57	111.48	3.48	32.60	-9.5	-2.5	-18.2	-9.4	-3.1	-18.2
GUA	144.87	13.59	-144.13	6.19	10.42	83.81	1.50	38.90	-6.0	-7.5	5.6	-5.8	-7.7	5.6
HUA	284.67	-12.05	-3.64	0.51	19.79	89.49	-0.67	113.29	-10.0	4.2	0.3	-9.9	4.3	0.3
KDU	132.47	-12.69	-155.29	-21.78	9.68	111.78	3.79	31.06	5.6	-0.4	-22.6	5.6	-0.1	-22.6
