 
File contains N, E, Z from individual ground magnetometer stations.  
The coordinate system is defined as: N is positive in the direction of local
magnetic north; E is positive in the local magnetic east direction; and Z is positive
vertical down.
 
In case data are used in publications or presentations the following text
must be used for acknowledgements:
 

For the ground magnetometer data we gratefully acknowledge:
  INTERMAGNET, Alan Thomson; CARISMA, PI Ian Mann; CANMOS, 
  Geomagnetism Unit of the Geological Survey of Canada; The S-RAMP
  Database, PI K. Yumoto and Dr. K. Shiokawa; The SPIDR database; 
  AARI, PI Oleg Troshichev; The MACCS program, PI M. Engebretson; 
  GIMA; MEASURE, UCLA IGPP and Florida Institute of Technology; 
  SAMBA, PI Eftyhia Zesta; 210 Chain, PI K. Yumoto; SAMNET, PI 
  Farideh Honary; IMAGE, PI Liisa Juusola; Finnish Meteorological 
  Institute, PI Liisa Juusola; Sodankylä Geophysical Observatory, 
  PI Tero Raita; UiT the Arctic University of Norway, Tromsø 
  Geophysical Observatory, PI Magnar G. Johnsen; GFZ German 
  Research Centre For Geosciences, PI Jürgen Matzka; Institute of 
  Geophysics, Polish Academy of Sciences, PI Anne Neska and Jan
  Reda; Polar Geophysical Institute, PI Alexander Yahnin and Yarolav
  Sakharov; Geological Survey of Sweden, PI Gerhard Schwarz; Swedish 
  Institute of Space Physics, PI Masatoshi Yamauchi; AUTUMN, PI 
  Martin Connors; DTU Space, Thom Edwards and PI Anna Willer; 
  South Pole and McMurdo Magnetometer, PI's Louis J. Lanzarotti
  and Alan T. Weatherwax; ICESTAR; RAPIDMAG; British Artarctic
  Survey; McMac, PI Dr. Peter Chi; BGS, PI Dr. Susan Macmillan; 
  Pushkov Institute of Terrestrial Magnetism, Ionosphere and Radio
  Wave Propagation (IZMIRAN);  MFGI, PI B. Heilig; Institute of 
  Geophysics, Polish Academy of Sciences, PI Anne Neska and Jan 
  Reda; University of L’Aquila, PI M. Vellante; BCMT, V. Lesur and
  A. Chambodut; Data obtained in cooperation with Geoscience 
  Australia, PI Andrew Lewis; AALPIP, co-PIs Bob Clauer and 
  Michael Hartinger; SuperMAG, PI Jesper W. Gjerloev; Data
  obtained in cooperation with the Australian Bureau of
  Meteorology, PI Richard Marshall.
 
********************************************************
*              THESE ARE NOT FINAL DATA                *
* DESPITE EXTENSIVE CLEANING NUMEROUS BUGS STILL EXIST *
*        CHECK DATA QUALITY BEFORE PUBLICATION         *
********************************************************


Comments, questions or suggestions should be directed to:
    Dr. Jesper W. Gjerloev
    Johns Hopkins University
    Applied Physics Laboratory
    11100 Johns Hopkins Road
    Laurel, Maryland 20723
    (+1) 240-228-5410
    Jesper.Gjerloev@jhuapl.edu

This file downloaded from http://supermag.jhuapl.edu on 2020-10-19T23:30:21Z
Data Revision:0005
Interval: 2003-11-15T00:55:00.000 - 2003-11-15T07:55:00.000 Step: 60 seconds
Fill/Gap Value: 999999.0
Stations Selected: TEO,ABG,KOU,MUT,GUA,AAE,HUA,MBO,BNG,VRE,PUT,TND,BIK,ASC,WEW,API,PPT,DRW,KDU,TWN,TAN,TSU
Baseline Subtraction: All
Parameters: IAGA Station ID | Geo. Lon. | Geo. Lat. | Mag. Lon.| Mag. Lat. | MLT | Mag Colat. | Mag. Declination | Solar Zenith Angle | Mag. Field NEZ | Mag. Field Geo.
2003	11	15	00	55	00	60	22
AAE	38.77	9.03	110.68	0.42	3.54	89.58	1.56	124.62	-18.4	6.8	1.5	-18.6	6.3	1.5
ABG	72.87	18.62	145.39	12.09	5.86	77.91	-0.95	95.31	1.5	6.0	0.9	1.6	5.9	0.9
API	188.22	-13.80	-97.37	-15.58	13.67	105.58	11.45	25.23	-15.2	5.7	1.1	-16.1	2.6	1.1
ASC	345.62	-7.95	56.11	-15.26	23.91	105.26	-16.90	153.53	-18.0	-4.2	1.0	-18.5	1.2	1.0
BIK	136.05	-1.08	-152.25	-9.21	10.02	99.21	2.91	31.06	-25.9	-10.6	1.5	-25.3	-11.9	1.5
BNG	18.57	4.33	90.32	-7.79	2.19	97.79	-0.66	141.96	-4.7	6.1	0.6	-4.6	6.2	0.6
DRW	130.90	-12.40	-156.86	-21.53	9.71	111.53	3.47	30.87	-7.7	-2.2	7.1	-7.5	-2.6	7.1
GUA	144.87	13.59	-144.04	6.17	10.56	83.83	1.46	36.28	-14.1	-16.7	15.0	-13.7	-17.1	15.0
HUA	284.67	-12.05	-3.57	0.40	19.93	89.60	-0.93	115.50	-5.5	2.1	3.2	-5.5	2.2	3.2
KDU	132.47	-12.69	-155.21	-21.81	9.82	111.81	3.78	29.32	-11.5	-8.3	-5.1	-11.0	-9.0	-5.1
KOU	307.27	5.21	23.53	9.45	21.73	80.55	-17.78	143.32	-1.2	-7.7	-0.1	-3.5	-7.0	-0.1
MBO	343.03	14.38	57.82	1.32	0.02	88.68	-8.98	176.00	0.5	-3.8	-1.2	-0.1	-3.8	-1.2
MUT	121.02	14.37	-167.38	7.21	9.01	82.79	-1.18	52.24	-8.9	-10.4	3.7	-9.1	-10.2	3.7
PPT	210.42	-17.57	-74.62	-16.66	15.19	106.66	12.68	45.58	-6.4	-7.4	-0.7	-4.6	-8.6	-0.7
PUT	290.50	-18.33	1.56	-5.93	20.27	95.93	-3.70	117.23	-4.3	1.7	-3.7	-4.2	2.0	-3.7
TAN	47.55	-18.92	116.86	-28.71	3.96	118.71	-15.05	105.96	-7.6	-6.2	-2.0	-9.0	-4.0	-2.0
TEO	260.82	19.75	-30.48	29.00	18.13	61.00	6.22	103.74	-16.8	5.2	1.5	-17.3	3.4	1.5
TND	124.95	1.29	-163.48	-6.59	9.27	96.59	1.16	41.70	-20.2	-2.8	3.4	-20.2	-3.2	3.4
TSU	17.70	-19.22	86.99	-30.49	1.97	120.49	-10.47	128.88	-10.7	-5.6	-1.2	-11.6	-3.6	-1.2
TWN	146.82	-19.27	-139.11	-28.16	10.89	118.16	7.78	14.74	-16.5	-2.1	-12.2	-16.1	-4.4	-12.2
VRE	292.38	-17.28	3.29	-5.19	20.39	95.19	-5.62	119.30	-9.9	-0.9	2.0	-9.9	0.0	2.0
WEW	143.62	-3.55	-144.29	-11.56	10.55	101.56	4.79	23.56	-25.4	-21.9	-2.0	-23.5	-24.0	-2.0
2003	11	15	00	56	00	60	22
AAE	38.77	9.03	110.68	0.42	3.56	89.58	1.56	124.38	-19.4	6.9	1.5	-19.5	6.4	1.5
ABG	72.87	18.62	145.39	12.09	5.88	77.91	-0.95	95.08	-2.5	5.9	-0.2	-2.4	6.0	-0.2
API	188.22	-13.80	-97.37	-15.58	13.69	105.58	11.45	25.46	-15.3	5.7	1.1	-16.1	2.6	1.1
ASC	345.62	-7.95	56.11	-15.26	23.92	105.26	-16.90	153.49	-18.0	-4.2	1.0	-18.5	1.2	1.0
BIK	136.05	-1.08	-152.25	-9.21	10.03	99.21	2.91	30.85	-25.9	-10.2	1.7	-25.4	-11.5	1.7
BNG	18.57	4.33	90.32	-7.79	2.21	97.79	-0.66	141.73	-5.7	6.2	0.6	-5.6	6.2	0.6
DRW	130.90	-12.40	-156.86	-21.53	9.73	111.53	3.47	30.64	-7.3	-1.7	7.3	-7.2	-2.1	7.3
GUA	144.87	13.59	-144.04	6.17	10.58	83.83	1.46	36.17	-14.2	-15.7	15.1	-13.7	-16.1	15.1
HUA	284.67	-12.05	-3.57	0.40	19.95	89.60	-0.93	115.71	-5.5	2.2	3.2	-5.5	2.2	3.2
KDU	132.47	-12.69	-155.21	-21.81	9.84	111.81	3.78	29.08	-11.5	-7.4	-5.2	-11.0	-8.1	-5.2
