 
File contains N, E, Z from individual ground magnetometer stations.  
The coordinate system is defined as: N is positive in the direction of local
magnetic north; E is positive in the local magnetic east direction; and Z is positive
vertical down.
 
In case data are used in publications or presentations the following text
must be used for acknowledgements:
 

For the ground magnetometer data we gratefully acknowledge:
  INTERMAGNET, Alan Thomson; CARISMA, PI Ian Mann; CANMOS, 
  Geomagnetism Unit of the Geological Survey of Canada; The S-RAMP
  Database, PI K. Yumoto and Dr. K. Shiokawa; The SPIDR database; 
  AARI, PI Oleg Troshichev; The MACCS program, PI M. Engebretson; 
  GIMA; MEASURE, UCLA IGPP and Florida Institute of Technology; 
  SAMBA, PI Eftyhia Zesta; 210 Chain, PI K. Yumoto; SAMNET, PI 
  Farideh Honary; IMAGE, PI Liisa Juusola; Finnish Meteorological 
  Institute, PI Liisa Juusola; Sodankylä Geophysical Observatory, 
  PI Tero Raita; UiT the Arctic University of Norway, Tromsø 
  Geophysical Observatory, PI Magnar G. Johnsen; GFZ German 
  Research Centre For Geosciences, PI Jürgen Matzka; Institute of 
  Geophysics, Polish Academy of Sciences, PI Anne Neska and Jan
  Reda; Polar Geophysical Institute, PI Alexander Yahnin and Yarolav
  Sakharov; Geological Survey of Sweden, PI Gerhard Schwarz; Swedish 
  Institute of Space Physics, PI Masatoshi Yamauchi; AUTUMN, PI 
  Martin Connors; DTU Space, Thom Edwards and PI Anna Willer; 
  South Pole and McMurdo Magnetometer, PI's Louis J. Lanzarotti
  and Alan T. Weatherwax; ICESTAR; RAPIDMAG; British Artarctic
  Survey; McMac, PI Dr. Peter Chi; BGS, PI Dr. Susan Macmillan; 
  Pushkov Institute of Terrestrial Magnetism, Ionosphere and Radio
  Wave Propagation (IZMIRAN);  MFGI, PI B. Heilig; Institute of 
  Geophysics, Polish Academy of Sciences, PI Anne Neska and Jan 
  Reda; University of L’Aquila, PI M. Vellante; BCMT, V. Lesur and
  A. Chambodut; Data obtained in cooperation with Geoscience 
  Australia, PI Andrew Lewis; AALPIP, co-PIs Bob Clauer and 
  Michael Hartinger; SuperMAG, PI Jesper W. Gjerloev; Data
  obtained in cooperation with the Australian Bureau of
  Meteorology, PI Richard Marshall.
 
********************************************************
*              THESE ARE NOT FINAL DATA                *
* DESPITE EXTENSIVE CLEANING NUMEROUS BUGS STILL EXIST *
*        CHECK DATA QUALITY BEFORE PUBLICATION         *
********************************************************


Comments, questions or suggestions should be directed to:
    Dr. Jesper W. Gjerloev
    Johns Hopkins University
    Applied Physics Laboratory
    11100 Johns Hopkins Road
    Laurel, Maryland 20723
    (+1) 240-228-5410
    Jesper.Gjerloev@jhuapl.edu

This file downloaded from http://supermag.jhuapl.edu on 2020-10-19T23:27:41Z
Data Revision:0005
Interval: 2003-10-27T21:05:00.000 - 2003-10-28T04:05:00.000 Step: 60 seconds
Fill/Gap Value: 999999.0
Stations Selected: TEO,SJG,ABG,KOU,MUT,GUA,AAE,HUA,MBO,BNG,VRE,PUT,TND,ASC,WEW,API,PPT,DRW,WEP,KDU,TWN,TAN,TSU
Baseline Subtraction: All
Parameters: IAGA Station ID | Geo. Lon. | Geo. Lat. | Mag. Lon.| Mag. Lat. | MLT | Mag Colat. | Mag. Declination | Solar Zenith Angle | Mag. Field NEZ | Mag. Field Geo.
2003	10	27	21	05	00	60	23
AAE	38.77	9.03	110.68	0.42	23.81	89.58	1.56	176.06	-11.4	9.2	1.0	-11.6	8.8	1.0
ABG	72.87	18.62	145.39	12.09	2.13	77.91	-0.95	147.63	-17.2	4.0	1.0	-17.1	4.3	1.0
API	188.22	-13.80	-97.37	-15.58	9.94	105.58	11.45	30.65	-15.3	-3.2	-2.9	-14.3	-6.2	-2.9
ASC	345.62	-7.95	56.11	-15.19	20.18	105.19	-16.90	122.37	-11.4	0.6	4.6	-10.8	3.9	4.6
BNG	18.57	4.33	90.32	-7.75	22.46	97.75	-0.66	157.43	-31.1	3.0	4.2	-31.0	3.4	4.2
DRW	130.90	-12.40	-156.87	-21.53	5.98	111.53	3.48	86.14	-7.9	2.6	3.2	-8.0	2.2	3.2
GUA	144.87	13.59	-144.04	6.17	6.83	83.83	1.46	78.74	-18.2	-3.7	0.7	-18.1	-4.1	0.7
HUA	284.67	-12.05	-3.57	0.40	16.20	89.60	-0.92	63.24	1.9	2.9	4.9	1.9	2.8	4.9
KDU	132.47	-12.69	-155.21	-21.81	6.09	111.81	3.78	84.58	-18.7	2.8	-4.5	-18.9	1.5	-4.5
KOU	307.27	5.21	23.53	9.45	18.00	80.55	-17.78	88.78	-0.4	0.6	0.6	-0.2	0.7	0.6
MBO	343.03	14.38	57.82	1.31	20.29	88.69	-8.99	125.02	-4.0	3.2	4.2	-3.5	3.8	4.2
MUT	121.02	14.37	-167.38	7.21	5.28	82.79	-1.17	101.43	-22.9	-0.0	25.4	-22.9	0.4	25.4
PPT	210.42	-17.57	-74.62	-16.66	11.46	106.66	12.68	10.13	-21.2	5.1	0.1	-21.8	0.3	0.1
PUT	290.50	-18.33	1.56	-5.93	16.54	95.93	-3.69	68.00	-4.9	10.9	11.4	-4.2	11.2	11.4
SJG	293.85	18.11	10.68	27.69	17.15	62.31	-12.45	79.38	-7.5	2.0	0.5	-6.9	3.6	0.5
TAN	47.55	-18.92	116.86	-28.71	0.23	118.71	-15.05	147.29	-5.8	5.8	1.3	-4.1	7.1	1.3
TEO	260.82	19.75	-30.48	29.00	14.40	61.00	6.23	51.96	-17.9	0.6	3.4	-17.9	-1.3	3.4
TND	124.95	1.29	-163.48	-6.59	5.54	96.59	1.16	94.94	-22.7	2.0	-1.8	-22.7	1.5	-1.8
TSU	17.70	-19.22	86.99	-30.48	22.23	120.48	-10.47	141.27	-11.0	4.4	2.0	-10.0	6.4	2.0
TWN	146.82	-19.27	-139.11	-28.17	7.16	118.17	7.78	69.88	-5.3	-12.4	-1.6	-3.6	-13.0	-1.6
VRE	292.38	-17.28	3.29	-5.19	16.65	95.19	-5.61	69.90	-16.0	11.1	24.7	-14.9	12.6	24.7
WEP	141.88	-12.68	-145.27	-21.42	6.75	111.42	5.69	75.57	-34.6	12.4	33.6	-35.6	9.0	33.6
WEW	143.62	-3.55	-144.30	-11.56	6.82	101.56	4.79	75.67	-13.8	-0.3	3.8	-13.7	-1.4	3.8
2003	10	27	21	06	00	60	23
AAE	38.77	9.03	110.68	0.42	23.83	89.58	1.56	176.11	-11.4	9.1	1.0	-11.6	8.8	1.0
ABG	72.87	18.62	145.39	12.09	2.14	77.91	-0.95	147.39	-17.2	4.0	1.0	-17.1	4.3	1.0
